,Title,Artist,Streams,Date
34321,Jocelyn Flores,XXXTENTACION,906487,2019-03-22
34322,One Kiss (with Dua Lipa),Calvin Harris,906329,2019-03-22
34323,No Sleep (feat. Bonn),Martin Garrix,904543,2019-03-22
34324,I Don't Belong In This Club,Why Don't We,900553,2019-03-22
34325,Nights Like This (feat. Ty Dolla $ign),Kehlani,896962,2019-03-22
34326,Puerto Rico,Fero47,896868,2019-03-22
34327,Money,Cardi B,892618,2019-03-22
34328,Under Pressure - Remastered,Queen,886787,2019-03-22
34329,Hear Me Calling,Juice WRLD,885754,2019-03-22
34330,Lost In Japan,Shawn Mendes,870521,2019-03-22
34331,Si Se Da,Myke Towers,870470,2019-03-22
34332,Goutte d’eau,Ninho,868626,2019-03-22
34333,i,Lil Skies,867734,2019-03-22
34334,needy,Ariana Grande,861720,2019-03-22
34335,Speechless (feat. Erika Sirola),Robin Schulz,854347,2019-03-22
34336,365,Zedd,854099,2019-03-22
34337,Nonstop,Drake,851697,2019-03-22
34338,Thunder,Imagine Dragons,851033,2019-03-22
34339,The Bones,Maren Morris,849344,2019-03-22
34340,NI BIEN NI MAL,Bad Bunny,849300,2019-03-22
34341,IDGAF,Dua Lipa,846135,2019-03-22
34342,Créeme,KAROL G,840467,2019-03-22
34343,NASA,Ariana Grande,839040,2019-03-22
34344,Natural,Imagine Dragons,834116,2019-03-22
34345,Bubalu,Becky G,831656,2019-03-22
34346,Fall Threw (feat. Young Thug & Gunna),Rich The Kid,831388,2019-03-22
34347,Sans peine,Ninho,829601,2019-03-22
34348,Bola Rebola,Tropkillaz,829103,2019-03-22
34349,bellyache,Billie Eilish,828679,2019-03-22
34350,Too Good At Good,es,823768,2019-03-22
34351,La vivance (feat. Koba LaD),Ninho,822784,2019-03-22
34352,In My Feelings,Drake,822652,2019-03-22
34353,Paris c'est magique,Ninho,821558,2019-03-22
34354,The Middle,Zedd,815787,2019-03-22
34355,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,815081,2019-03-22
34356,Havana (feat. Young Thug),Camila Cabello,811700,2019-03-22
34357,Tap (feat. Meek Mill),NAV,808713,2019-03-22
34358,Numb Numb Juice,ScHoolboy Q,806423,2019-03-22
34359,bloodline,Ariana Grande,797644,2019-03-22
34360,Leave Me Alone,Flipp Dinero,796280,2019-03-22
34361,Beautiful (feat. Camila Cabello),Bazzi,794913,2019-03-22
34362,Alleen,KC Rebell,794779,2019-03-22
34363,Let You Love Me,Rita Ora,791827,2019-03-22
34364,Undrunk,FLETCHER,791382,2019-03-22
34365,Say You Won't Let Go,James Arthur,781004,2019-03-22
34366,Imposible,Luis Fonsi,774607,2019-03-22
34367,Congratulations,Post Malone,770517,2019-03-22
34368,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,769566,2019-03-22
34369,Solo (feat. Demi Lovato),Clean Bandit,767849,2019-03-22
34370,To My Grave,NAV,766415,2019-03-22
34371,I Fall Apart,Post Malone,766178,2019-03-22
34372,Contra La Pared,Sean Paul,765523,2019-03-22
34373,imagine,Ariana Grande,763702,2019-03-22
34374,New Rules,Dua Lipa,763114,2019-03-22
34375,This Feeling,The Chainsmokers,760945,2019-03-22
34376,Jusqu'à minuit (feat. JuL),Ninho,758689,2019-03-22
34377,Vaina Loca,Ozuna,756820,2019-03-22
34378,Shotgun,George Ezra,755780,2019-03-22
34379,Envy Me,Calboy,754573,2019-03-22
34380,ocean eyes,Billie Eilish,752274,2019-03-22
34381,Freaky,Tory Lanez,751343,2019-03-22
34382,What I Like About You (feat. Theresa Rex),Jonas Blue,750958,2019-03-22
34383,FRIENDS,Marshmello,749581,2019-03-22
34384,Jeune Lossa,Ninho,749519,2019-03-22
34385,We Will Rock You - Remastered,Queen,745796,2019-03-22
34386,Somebody To Love - Remastered 2011,Queen,744855,2019-03-22
34387,Best Part (feat. Daniel Caesar),H.E.R.,744206,2019-03-22
34388,Te Boté - Remix,Nio Garcia,742092,2019-03-22
34389,changes,XXXTENTACION,737982,2019-03-22
34390,Sola,Manuel Turizo,737367,2019-03-22
34391,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,733910,2019-03-22
34392,Ba,,730749,2019-03-22
34393,Red Room,Offset,730367,2019-03-22
34394,Armed And Dangerous,Juice WRLD,728005,2019-03-22
34395,No New Friends,Sia,727352,2019-03-22
34396,Big Plans,Why Don't We,722231,2019-03-22
34397,Big Pac,Ninho,721656,2019-03-22
34398,Ruin My Life,Zara Larsson,711900,2019-03-22
34399,Closer,The Chainsmokers,711847,2019-03-22
34400,Con Calma,Daddy Yankee,4840712,2019-03-23
34401,7 rings,Ariana Grande,4615598,2019-03-23
34402,Sucker,Jonas Brothers,3764790,2019-03-23
34403,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3485723,2019-03-23
34404,Shallow,Lady Gaga,3345905,2019-03-23
34405,Wow.,Post Malone,3280588,2019-03-23
34406,"break up with your girlfriend, i'm bored",Ariana Grande,3168375,2019-03-23
34407,Calma - Remix,Pedro Capó,2793399,2019-03-23
34408,Baila Baila Baila,Ozuna,2620567,2019-03-23
34409,Dancing With A Stranger (with Normani),Sam Smith,2607218,2019-03-23
34410,Sweet but Psycho,Ava Max,2598697,2019-03-23
34411,Secreto,Anuel AA,2591352,2019-03-23
34412,Happier,Marshmello,2514115,2019-03-23
34413,Don't Call Me Up,Mabel,2323250,2019-03-23
34414,MIDDLE CHILD,J. Cole,2301984,2019-03-23
34415,"thank u, next",Ariana Grande,2257406,2019-03-23
34416,Without Me,Halsey,2195791,2019-03-23
34417,Here With Me,Marshmello,2190367,2019-03-23
34418,HP,Maluma,2155720,2019-03-23
34419,i'm so tired...,Lauv,2144449,2019-03-23
34420,bury a friend,Billie Eilish,2139068,2019-03-23
34421,Giant (with Rag'n'Bone Man),Calvin Harris,2116408,2019-03-23
34422,Murder On My Mind,YNW Melly,1998684,2019-03-23
34423,Talk,Khalid,1990441,2019-03-23
34424,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1961580,2019-03-23
34425,Pa Mí - Remix,Dalex,1949960,2019-03-23
34426,Going Bad (feat. Drake),Meek Mill,1871565,2019-03-23
34427,Old Town Road,Lil Nas X,1862530,2019-03-23
34428,High Hopes,Panic! At The Disco,1851113,2019-03-23
34429,Au DD,PNL,1834813,2019-03-23
34430,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1830113,2019-03-23
34431,MIA (feat. Drake),Bad Bunny,1827866,2019-03-23
34432,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,1803239,2019-03-23
34433,Adan y Eva,Paulo Londra,1771974,2019-03-23
34434,wish you were gay,Billie Eilish,1749405,2019-03-23
34435,Bohemian Rhapsody - Remastered 2011,Queen,1747364,2019-03-23
34436,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,1723136,2019-03-23
34437,Let Me Down Slowly,Alec Benjamin,1674319,2019-03-23
34438,Please Me,Cardi B,1637349,2019-03-23
34439,Cherry Lady,Capital Bra,1632564,2019-03-23
34440,SICKO MODE,Travis Scott,1624129,2019-03-23
34441,Desconocidos,Mau y Ricky,1613421,2019-03-23
34442,My Bad,Khalid,1592730,2019-03-23
34443,Robbery,Juice WRLD,1537460,2019-03-23
34444,Thotiana,Blueface,1501654,2019-03-23
34445,Better Now,Post Malone,1480979,2019-03-23
34446,Pure Water (with Migos),Mustard,1469006,2019-03-23
34447,Te Vi,Piso 21,1461154,2019-03-23
34448,Eastside (with Halsey & Khalid),benny blanco,1454299,2019-03-23
34449,Look Back at It,A Boogie Wit da Hoodie,1418500,2019-03-23
34450,Un Año,Sebastian Yatra,1418443,2019-03-23
34451,Be Alright,Dean Lewis,1411639,2019-03-23
34452,Amanece,Anuel AA,1387112,2019-03-23
34453,Who Do You Love,The Chainsmokers,1369282,2019-03-23
34454,Ella Quiere Beber - Remix,Anuel AA,1342182,2019-03-23
34455,Girls Like You (feat. Cardi B),Maroon 5,1316789,2019-03-23
34456,Someone You Loved,Lewis Capaldi,1313968,2019-03-23
34457,rockstar (feat. 21 Savage),Post Malone,1253233,2019-03-23
34458,Lucid Dreams,Juice WRLD,1242432,2019-03-23
34459,ZEZE,Kodak Black,1236900,2019-03-23
34460,a lot,21 Savage,1235705,2019-03-23
34461,lovely,Billie Eilish,1230370,2019-03-23
34462,Mixed Personalities (feat. Kanye West),YNW Melly,1222519,2019-03-23
34463,SAD!,XXXTENTACION,1220977,2019-03-23
34464,when the party's over,Billie Eilish,1200883,2019-03-23
34465,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1185702,2019-03-23
34466,Esclavo de Tus Besos,Manuel Turizo,1177108,2019-03-23
34467,Drip Too Hard (Lil Ba,& Gunna),1163884,2019-03-23
34468,Fast,Juice WRLD,1163084,2019-03-23
34469,Better,Khalid,1136374,2019-03-23
34470,In My Mind,Dynoro,1126128,2019-03-23
34471,Always Remember Us This Way,Lady Gaga,1122389,2019-03-23
34472,Moonlight,XXXTENTACION,1111842,2019-03-23
34473,Don't Stop Me Now - Remastered,Queen,1106850,2019-03-23
34474,Another One Bites The Dust - Remastered 2011,Queen,1106795,2019-03-23
34475,Mo Bamba,Sheck Wes,1101814,2019-03-23
34476,Adictiva,Daddy Yankee,1100786,2019-03-23
34477,Youngblood,5 Seconds of Summer,1087382,2019-03-23
34478,I Like It,Cardi B,1081396,2019-03-23
34479,Wake Up in the Sky,Gucci Mane,1073844,2019-03-23
34480,So Am I,Ava Max,1063105,2019-03-23
34481,Fingías,Paloma Mami,1060243,2019-03-23
34482,Confessions of a Dangerous Mind,Logic,1053606,2019-03-23
34483,Say My Name,David Guetta,1045999,2019-03-23
34484,Bad Liar,Imagine Dragons,1043792,2019-03-23
34485,Last Hurrah,Bebe Rexha,1043508,2019-03-23
34486,Shape of You,Ed Sheeran,1043129,2019-03-23
34487,Splashin,Rich The Kid,1029266,2019-03-23
34488,Promises (with Sam Smith),Calvin Harris,1013604,2019-03-23
34489,Saturday Nights,Khalid,1010769,2019-03-23
34490,2002,Anne-Marie,1004703,2019-03-23
34491,On My Way,Alan Walker,1003978,2019-03-23
34492,Walk Me Home,P!nk,1000808,2019-03-23
34493,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,992741,2019-03-23
34494,Reggaeton,J Balvin,982787,2019-03-23
34495,Believer,Imagine Dragons,981488,2019-03-23
34496,Soltera,Lunay,974938,2019-03-23
34497,Taste (feat. Offset),Tyga,971003,2019-03-23
34498,Body (feat. Brando),Loud Luxury,968465,2019-03-23
34499,Te Robaré,Nicky Jam,950245,2019-03-23
34500,Price On My Head (feat. The Weeknd),NAV,947896,2019-03-23
34501,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,928582,2019-03-23
34502,Wolke 10,MERO,924205,2019-03-23
34503,Blackberry Sky,Eno,920820,2019-03-23
34504,God's Plan,Drake,916576,2019-03-23
34505,Aullando,Wisin & Yandel,907900,2019-03-23
34506,Psycho (feat. Ty Dolla $ign),Post Malone,906485,2019-03-23
34507,idontwannabeyouanymore,Billie Eilish,906160,2019-03-23
34508,Perfect,Ed Sheeran,903795,2019-03-23
34509,Just You and I,Tom Walker,895152,2019-03-23
34510,Wir ticken,Capital Bra,894614,2019-03-23
34511,Under Pressure - Remastered,Queen,892348,2019-03-23
34512,no tears left to cry,Ariana Grande,887229,2019-03-23
34513,I Like Me Better,Lauv,886203,2019-03-23
34514,One Kiss (with Dua Lipa),Calvin Harris,881307,2019-03-23
34515,Jocelyn Flores,XXXTENTACION,879016,2019-03-23
34516,Faucet Failure,Ski Mask The Slump God,866332,2019-03-23
34517,Si Se Da,Myke Towers,865564,2019-03-23
34518,Bola Rebola,Tropkillaz,861982,2019-03-23
34519,Money,Cardi B,857592,2019-03-23
34520,Love Someone,Lukas Graham,854307,2019-03-23
34521,Thunder,Imagine Dragons,842766,2019-03-23
34522,Maman ne le sait pas (feat. Niska),Ninho,838640,2019-03-23
34523,Créeme,KAROL G,837721,2019-03-23
34524,NI BIEN NI MAL,Bad Bunny,835640,2019-03-23
34525,Bubalu,Becky G,830846,2019-03-23
34526,Lost In Japan,Shawn Mendes,821575,2019-03-23
34527,In My Feelings,Drake,821123,2019-03-23
34528,Speechless (feat. Erika Sirola),Robin Schulz,819653,2019-03-23
34529,No Sleep (feat. Bonn),Martin Garrix,819306,2019-03-23
34530,Havana (feat. Young Thug),Camila Cabello,806087,2019-03-23
34531,Nonstop,Drake,803938,2019-03-23
34532,Nights Like This (feat. Ty Dolla $ign),Kehlani,799584,2019-03-23
34533,The Bones,Maren Morris,799307,2019-03-23
34534,Puerto Rico,Fero47,799203,2019-03-23
34535,Fall Threw (feat. Young Thug & Gunna),Rich The Kid,795993,2019-03-23
34536,Natural,Imagine Dragons,795715,2019-03-23
34537,Pass auf wen du liebst,Ufo361,789563,2019-03-23
34538,i,Lil Skies,788320,2019-03-23
34539,IDGAF,Dua Lipa,782983,2019-03-23
34540,bellyache,Billie Eilish,778758,2019-03-23
34541,needy,Ariana Grande,776905,2019-03-23
34542,We Will Rock You - Remastered,Queen,773886,2019-03-23
34543,NASA,Ariana Grande,772755,2019-03-23
34544,Hear Me Calling,Juice WRLD,772511,2019-03-23
34545,Wow. - Remix,Post Malone,771821,2019-03-23
34546,365,Zedd,771205,2019-03-23
34547,Shotgun,George Ezra,770483,2019-03-23
34548,FRIENDS,Marshmello,770355,2019-03-23
34549,Leave Me Alone,Flipp Dinero,768125,2019-03-23
34550,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,766626,2019-03-23
34551,Imposible,Luis Fonsi,766289,2019-03-23
34552,The Middle,Zedd,764097,2019-03-23
34553,Ya Salame,Luciano,761676,2019-03-23
34554,Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,758357,2019-03-23
34555,Undrunk,FLETCHER,758011,2019-03-23
34556,Te Boté - Remix,Nio Garcia,753550,2019-03-23
34557,Vaina Loca,Ozuna,753065,2019-03-23
34558,Too Good At Good,es,751853,2019-03-23
34559,Patience,Tame Impala,750976,2019-03-23
34560,Solo (feat. Demi Lovato),Clean Bandit,749940,2019-03-23
34561,Sola,Manuel Turizo,743513,2019-03-23
34562,Somebody To Love - Remastered 2011,Queen,738797,2019-03-23
34563,Say You Won't Let Go,James Arthur,737837,2019-03-23
34564,Beautiful (feat. Camila Cabello),Bazzi,734853,2019-03-23
34565,Envy Me,Calboy,733281,2019-03-23
34566,Ba,,732296,2019-03-23
34567,Congratulations,Post Malone,730965,2019-03-23
34568,New Rules,Dua Lipa,729914,2019-03-23
34569,bloodline,Ariana Grande,729473,2019-03-23
34570,changes,XXXTENTACION,723182,2019-03-23
34571,Let You Love Me,Rita Ora,716540,2019-03-23
34572,I Fall Apart,Post Malone,708666,2019-03-23
34573,ocean eyes,Billie Eilish,705996,2019-03-23
34574,No New Friends,Sia,705879,2019-03-23
34575,Contra La Pared,Sean Paul,704026,2019-03-23
34576,imagine,Ariana Grande,701681,2019-03-23
34577,Africa,TOTO,698013,2019-03-23
34578,This Feeling,The Chainsmokers,693359,2019-03-23
34579,Freaky,Tory Lanez,692666,2019-03-23
34580,Best Part (feat. Daniel Caesar),H.E.R.,691601,2019-03-23
34581,Armed And Dangerous,Juice WRLD,687908,2019-03-23
34582,Closer,The Chainsmokers,684720,2019-03-23
34583,Rise,Jonas Blue,684642,2019-03-23
34584,Moonlight,Gaullin,683874,2019-03-23
34585,Numb Numb Juice,ScHoolboy Q,674513,2019-03-23
34586,Red Room,Offset,672545,2019-03-23
34587,XO Tour Llif3,Lil Uzi Vert,671252,2019-03-23
34588,Contando Lunares (feat. Cruz Cafuné),Don Patricio,668656,2019-03-23
34589,Goutte d’eau,Ninho,664645,2019-03-23
34590,Ta To Gucci (Remix),Cauty,663354,2019-03-23
34591,La vie qu'on mène,Ninho,663059,2019-03-23
34592,Photograph,Ed Sheeran,653733,2019-03-23
34593,11 Minutes (with Halsey feat. Travis Barker),YUNGBLUD,652691,2019-03-23
34594,Kiss and Make Up,Dua Lipa,651065,2019-03-23
34595,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie,650125,2019-03-23
34596,Que Le De,Rauw Alejandro,647879,2019-03-23
34597,Big Plans,Why Don't We,647124,2019-03-23
34598,Alleen,KC Rebell,646287,2019-03-23
34599,Wonderwall - Remastered,Oasis,645968,2019-03-23
34600,Con Calma,Daddy Yankee,4170559,2019-03-24
34601,7 rings,Ariana Grande,4075128,2019-03-24
34602,Sucker,Jonas Brothers,3353579,2019-03-24
34603,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3201576,2019-03-24
34604,Shallow,Lady Gaga,2970078,2019-03-24
34605,Wow.,Post Malone,2914150,2019-03-24
34606,"break up with your girlfriend, i'm bored",Ariana Grande,2802860,2019-03-24
34607,Calma - Remix,Pedro Capó,2433062,2019-03-24
34608,Dancing With A Stranger (with Normani),Sam Smith,2335890,2019-03-24
34609,Sweet but Psycho,Ava Max,2263593,2019-03-24
34610,Secreto,Anuel AA,2258656,2019-03-24
34611,Baila Baila Baila,Ozuna,2249392,2019-03-24
34612,Happier,Marshmello,2234742,2019-03-24
34613,Don't Call Me Up,Mabel,2034159,2019-03-24
34614,MIDDLE CHILD,J. Cole,2029992,2019-03-24
34615,"thank u, next",Ariana Grande,2024605,2019-03-24
34616,Without Me,Halsey,2004105,2019-03-24
34617,Here With Me,Marshmello,1972847,2019-03-24
34618,i'm so tired...,Lauv,1969497,2019-03-24
34619,bury a friend,Billie Eilish,1958790,2019-03-24
34620,HP,Maluma,1875933,2019-03-24
34621,Talk,Khalid,1858294,2019-03-24
34622,Old Town Road,Lil Nas X,1841098,2019-03-24
34623,Murder On My Mind,YNW Melly,1821827,2019-03-24
34624,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,1818515,2019-03-24
34625,Giant (with Rag'n'Bone Man),Calvin Harris,1813409,2019-03-24
34626,Pa Mí - Remix,Dalex,1724309,2019-03-24
34627,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,1683513,2019-03-24
34628,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,1652456,2019-03-24
34629,wish you were gay,Billie Eilish,1638944,2019-03-24
34630,Going Bad (feat. Drake),Meek Mill,1634452,2019-03-24
34631,High Hopes,Panic! At The Disco,1621702,2019-03-24
34632,Au DD,PNL,1585355,2019-03-24
34633,MIA (feat. Drake),Bad Bunny,1582030,2019-03-24
34634,Bohemian Rhapsody - Remastered 2011,Queen,1567617,2019-03-24
34635,Let Me Down Slowly,Alec Benjamin,1540325,2019-03-24
34636,Adan y Eva,Paulo Londra,1536287,2019-03-24
34637,R.I.P. (feat. Rita Ora & Anitta),Sofia Reyes,1458529,2019-03-24
34638,My Bad,Khalid,1454955,2019-03-24
34639,Please Me,Cardi B,1442933,2019-03-24
34640,SICKO MODE,Travis Scott,1425522,2019-03-24
34641,Cherry Lady,Capital Bra,1401991,2019-03-24
34642,Robbery,Juice WRLD,1387159,2019-03-24
34643,Desconocidos,Mau y Ricky,1386696,2019-03-24
34644,Eastside (with Halsey & Khalid),benny blanco,1345647,2019-03-24
34645,Thotiana,Blueface,1330289,2019-03-24
34646,Better Now,Post Malone,1326613,2019-03-24
34647,Be Alright,Dean Lewis,1324844,2019-03-24
34648,Pure Water (with Migos),Mustard,1293875,2019-03-24
34649,Te Vi,Piso 21,1279961,2019-03-24
34650,Look Back at It,A Boogie Wit da Hoodie,1266376,2019-03-24
34651,Someone You Loved,Lewis Capaldi,1243609,2019-03-24
34652,Who Do You Love,The Chainsmokers,1236859,2019-03-24
34653,Un Año,Sebastian Yatra,1230658,2019-03-24
34654,lovely,Billie Eilish,1201913,2019-03-24
34655,when the party's over,Billie Eilish,1201864,2019-03-24
34656,Amanece,Anuel AA,1196196,2019-03-24
34657,Girls Like You (feat. Cardi B),Maroon 5,1176017,2019-03-24
34658,Ella Quiere Beber - Remix,Anuel AA,1147211,2019-03-24
34659,Lucid Dreams,Juice WRLD,1144346,2019-03-24
34660,SAD!,XXXTENTACION,1124646,2019-03-24
34661,Mixed Personalities (feat. Kanye West),YNW Melly,1118997,2019-03-24
34662,rockstar (feat. 21 Savage),Post Malone,1116759,2019-03-24
34663,a lot,21 Savage,1109036,2019-03-24
34664,ZEZE,Kodak Black,1087469,2019-03-24
34665,Better,Khalid,1072692,2019-03-24
34666,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,1065173,2019-03-24
34667,Drip Too Hard (Lil Ba,& Gunna),1050543,2019-03-24
34668,Fast,Juice WRLD,1030932,2019-03-24
34669,Moonlight,XXXTENTACION,1024517,2019-03-24
34670,Always Remember Us This Way,Lady Gaga,1006757,2019-03-24
34671,Esclavo de Tus Besos,Manuel Turizo,999553,2019-03-24
34672,Mo Bamba,Sheck Wes,986522,2019-03-24
34673,Youngblood,5 Seconds of Summer,982525,2019-03-24
34674,Don't Stop Me Now - Remastered,Queen,979439,2019-03-24
34675,So Am I,Ava Max,978637,2019-03-24
34676,Another One Bites The Dust - Remastered 2011,Queen,976066,2019-03-24
34677,Saturday Nights,Khalid,971526,2019-03-24
34678,Wake Up in the Sky,Gucci Mane,960139,2019-03-24
34679,Bad Liar,Imagine Dragons,959304,2019-03-24
34680,Adictiva,Daddy Yankee,951040,2019-03-24
34681,On My Way,Alan Walker,949204,2019-03-24
34682,I Like It,Cardi B,933366,2019-03-24
34683,In My Mind,Dynoro,933036,2019-03-24
34684,Shape of You,Ed Sheeran,921565,2019-03-24
34685,Last Hurrah,Bebe Rexha,920532,2019-03-24
34686,2002,Anne-Marie,910371,2019-03-24
34687,Walk Me Home,P!nk,900238,2019-03-24
34688,Fingías,Paloma Mami,890441,2019-03-24
34689,idontwannabeyouanymore,Billie Eilish,889084,2019-03-24
34690,Say My Name,David Guetta,876564,2019-03-24
34691,Believer,Imagine Dragons,874953,2019-03-24
34692,Splashin,Rich The Kid,868820,2019-03-24
34693,Confessions of a Dangerous Mind,Logic,867232,2019-03-24
34694,Promises (with Sam Smith),Calvin Harris,860484,2019-03-24
34695,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,855375,2019-03-24
34696,Reggaeton,J Balvin,851610,2019-03-24
34697,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,851030,2019-03-24
34698,Taste (feat. Offset),Tyga,843082,2019-03-24
34699,Jocelyn Flores,XXXTENTACION,840767,2019-03-24
34700,Love Someone,Lukas Graham,840392,2019-03-24
34701,Perfect,Ed Sheeran,836733,2019-03-24
34702,Soltera,Lunay,825901,2019-03-24
34703,Psycho (feat. Ty Dolla $ign),Post Malone,823881,2019-03-24
34704,Te Robaré,Nicky Jam,823001,2019-03-24
34705,Body (feat. Brando),Loud Luxury,820226,2019-03-24
34706,I Like Me Better,Lauv,817265,2019-03-24
34707,Just You and I,Tom Walker,812170,2019-03-24
34708,God's Plan,Drake,806745,2019-03-24
34709,Blackberry Sky,Eno,802800,2019-03-24
34710,Under Pressure - Remastered,Queen,792012,2019-03-24
34711,Faucet Failure,Ski Mask The Slump God,788686,2019-03-24
34712,no tears left to cry,Ariana Grande,786760,2019-03-24
34713,Price On My Head (feat. The Weeknd),NAV,774538,2019-03-24
34714,Aullando,Wisin & Yandel,772965,2019-03-24
34715,Si Se Da,Myke Towers,766753,2019-03-24
34716,bellyache,Billie Eilish,751951,2019-03-24
34717,Lost In Japan,Shawn Mendes,747536,2019-03-24
34718,Money,Cardi B,745087,2019-03-24
34719,Thunder,Imagine Dragons,743176,2019-03-24
34720,One Kiss (with Dua Lipa),Calvin Harris,736397,2019-03-24
